Geneid	remap/Sample1-1.bam	remap/Sample1-2.bam	remap/Sample1-5.bam	remap/Sample1-7.bam	remap/Sample1-9.bam	remap/Sample2-10.bam	remap/Sample2-3.bam	remap/Sample2-4.bam	remap/Sample2-5.bam	remap/Sample2-8.bam
RGna_RS00285	69.46961359120598	64.13191497904567	64.42475080992958	106.24955466770311	187.61815486630826					
RGna_RS00290	140.76257662050136	85.31356328229434	109.90629214315888	238.36224879639926	277.9299640618229					
RGna_RS00295	129.13709596211174	179.81781488071408	234.0947272412377	326.7465700412826	1325.839369376553					
RGna_RS00300	27.574758479762398	45.714877315445214	53.95507598468328	64.35152897707881	231.114469049277					
RGna_RS00305	29.69210600588701	34.09046073780204	49.65645729359588	65.72488477841891	220.85506072769854					
RGna_RS00310	32.412435406036494	103.05348455152033	78.05646620186299	149.43763275935248	444.4093159685288					
RGna_RS00315	14.881150054959917	34.36943341159748	28.314745861029138	38.036529063255195	122.49192944973954					
RGna_RS00320	18.081380698489816	24.108171129495364	30.287695498414283	20.91576443777309	66.68564252154235					
RGna_RS17675	1.8521391660592283	2.944385272900581	1.3938654678904105	3.6898180928235176	2.786265303877923					
RGna_RS00325	5.892386928300057	11.839167760104893	13.426490158144372	17.608155177846182	53.92395316016762					
RGna_RS00330	0.0	0.0	1.621435340199049	0.0	0.0					
RGna_RS00335	8.10048789985904	18.682957873140854	19.28794215378919	20.106027645423243	90.49579422821617					
RGna_RS00340	11.23105664525277	4.463562780726945	1.6904325887181573	4.474885772147671	15.205894690312496					
RGna_RS00345	3.4575960414424465	6.595937314401738	10.234868053527185	11.021116050180288	33.982703029393186					
